hop_category,timestamp,head_id,head_name,relation_id,relation_name,tail_id,true_entity_id,true_entity_name,predicted_entity_id,predicted_entity_name,rank,score,is_correct
1-hop,334,64,Police_(Egypt),34,Use_tactics_of_violent_repression,127,127,Protester_(Egypt),127,Protester_(Egypt),1,-0.025719814002513885,True
1-hop,334,54,Israeli_Defense_Forces,11,Use_conventional_military_force,1760,1760,"Women_(Palestinian_Territory,_Occupied)",187,"Children_(Palestinian_Territory,_Occupied)",2,-0.6051333546638489,False
1-hop,334,1536,Police_(Gambia),6,"Arrest,_detain,_or_charge_with_legal_action",2848,2848,Mambury_Njie,2848,Mambury_Njie,1,-1.069286584854126,True
1-hop,334,1,Iran,16,Engage_in_diplomatic_cooperation,58,58,Qatar,58,Qatar,1,-2.0464084148406982,True
1-hop,334,5,Japan,15,Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support),7,7,South_Korea,0,China,2,-1.744934320449829,False
1-hop,334,677,Bukola_Saraki,2,Make_an_appeal_or_request,9,9,Government_(Nigeria),2,Citizen_(Nigeria),2,-0.24580693244934082,False
1-hop,334,12,Sergey_Viktorovich_Lavrov,3,Express_intent_to_meet_or_negotiate,37,37,Sudan,37,Sudan,1,-0.3367515504360199,True
1-hop,334,101,Police_(Hong_Kong),36,Physically_assault,91,91,Protester_(Hong_Kong),91,Protester_(Hong_Kong),1,-0.07722353935241699,True
1-hop,334,137,Government_(Venezuela),0,Make_statement,812,812,Criminal_(Venezuela),1108,Ministry_(Venezuela),3,-2.287421464920044,False
1-hop,334,255,Court_Judge_(Kenya),43,Impose_administrative_sanctions,786,786,Member_of_Legislative_(Govt)_(Kenya),16,Citizen_(Kenya),163,-0.5358757376670837,False
1-hop,334,28,Boko_Haram,25,"Abduct,_hijack,_or_take_hostage",2,2,Citizen_(Nigeria),2,Citizen_(Nigeria),1,-0.09852629899978638,True
2-hop,334,88,Bahrain,20,Reject,24,24,North_Atlantic_Treaty_Organization,58,Qatar,141,-0.8311491012573242,False
2-hop,334,2843,Lin_Chia-lung,35,Occupy_territory,585,585,Kuomintang,2819,Jason_C._Hu,177,-1.951378345489502,False
2-hop,334,1897,Company_-_Owner_or_Operator_(Turkey),1,Consult,469,469,Mulatu_Teshome,145,Umar_al_Bashir,26,-1.6752526760101318,False
2-hop,334,102,Member_of_Parliament_(India),2,Make_an_appeal_or_request,842,842,Justice_Department/Ministery_(India),3,Citizen_(India),24,-0.2724383473396301,False
2-hop,334,82,Military_(Lebanon),6,"Arrest,_detain,_or_charge_with_legal_action",17,17,Citizen_(Australia),736,Armed_Gang_(Syria),571,-0.8417245745658875,False
2-hop,334,1132,Djoomart_Otorbaev,1,Consult,181,181,Dmitry_Anatolyevich_Medvedev,181,Dmitry_Anatolyevich_Medvedev,1,-1.229850172996521,True
2-hop,334,1859,Sylvia_Masebo,0,Make_statement,402,402,Guy_Scott,234,Michael_Sata,6,-0.7426245212554932,False
2-hop,334,241,Company_-_Owner_or_Operator_(Nigeria),1,Consult,606,606,Vanguard,52,Head_of_Government_(Nigeria),4,-1.5503566265106201,False
2-hop,334,259,Ministry_(Russia),0,Make_statement,37,37,Sudan,227,Interfax,73,-1.882663607597351,False
2-hop,334,40,Abdullah_Abdullah,27,Meet_at_a_'third'_location,258,258,Jens_Stoltenberg,24,North_Atlantic_Treaty_Organization,2,-2.2449426651000977,False
2-hop,334,161,Head_of_Government_(Afghanistan),0,Make_statement,639,639,Ministry_(Afghanistan),15,Afghanistan,8,-1.1450783014297485,False
2-hop,334,697,Ministry_(South_Korea),0,Make_statement,20,20,Philippines,7,South_Korea,60,-0.8384201526641846,False
2-hop,334,875,Bishop_(Nigeria),0,Make_statement,205,205,Emmanuel_Eweta_Uduaghan,9,Government_(Nigeria),49,-0.6819908618927002,False
2-hop,334,2203,Administrative_Body_(India),1,Consult,102,102,Member_of_Parliament_(India),102,Member_of_Parliament_(India),1,-0.5202655792236328,True
2-hop,334,102,Member_of_Parliament_(India),1,Consult,2203,2203,Administrative_Body_(India),2203,Administrative_Body_(India),1,-0.3524869680404663,True
2-hop,334,1860,Tamil_National_Alliance,1,Consult,886,886,Maithripala_Sirisena,541,Tan_Sri_Muhyiddin_Yassin,83,-1.6542776823043823,False
2-hop,334,608,Food_and_Agriculture_Organization,7,Praise_or_endorse,49,49,Mexico,1,Iran,123,-0.6200412511825562,False
2-hop,334,3349,Nonofo_Molefhi,0,Make_statement,687,687,Botswana,687,Botswana,1,-1.570227026939392,True
2-hop,334,98,Julie_Bishop,0,Make_statement,1516,1516,Media_(Japan),19,Police_(Australia),772,-1.9734665155410767,False
2-hop,334,1449,Louise_Mushikiwabo,8,Criticize_or_denounce,27,27,François_Hollande,10,France,8,-0.26487281918525696,False
2-hop,334,469,Mulatu_Teshome,1,Consult,1897,1897,Company_-_Owner_or_Operator_(Turkey),1860,Tamil_National_Alliance,21,-1.1032830476760864,False
2-hop,334,849,Willem-Alexander,28,Engage_in_symbolic_act,500,500,Gurbanguly_Berdymukhammedov,91,Protester_(Hong_Kong),1714,-2.496598482131958,False
2-hop,334,1436,Haaretz,0,Make_statement,58,58,Qatar,22,Benjamin_Netanyahu,50,-0.5313096046447754,False
2-hop,334,825,Political_Parties_(Pakistan),20,Reject,226,226,Pakistan_Tehreek-e-Insaf,122,Head_of_Government_(Pakistan),4,-1.6947085857391357,False
2-hop,334,3207,House_Speaker_(Philippines),28,Engage_in_symbolic_act,441,441,Employee_(Philippines),441,Employee_(Philippines),1,-2.3205747604370117,True
2-hop,334,772,Alex_Badeh,14,Demand,591,591,High_Ranking_Military_Personnel_(Nigeria),2,Citizen_(Nigeria),24,-0.3605976402759552,False
2-hop,334,199,Muhammadu_Buhari,7,Praise_or_endorse,281,281,Adams_Oshiomhole,52,Head_of_Government_(Nigeria),65,-1.3029873371124268,False
2-hop,334,205,Emmanuel_Eweta_Uduaghan,7,Praise_or_endorse,106,106,Court_Judge_(Nigeria),2,Citizen_(Nigeria),32,-1.295715093612671,False
2-hop,334,1990,Party_Member_(Sri_Lanka),1,Consult,886,886,Maithripala_Sirisena,1990,Party_Member_(Sri_Lanka),22,-1.7477338314056396,False
2-hop,334,4049,South_African_Chamber_of_Commerce_and_Industry,7,Praise_or_endorse,260,260,Ministry_(South_Africa),29,South_Africa,4,-1.5625957250595093,False
2-hop,334,772,Alex_Badeh,2,Make_an_appeal_or_request,591,591,High_Ranking_Military_Personnel_(Nigeria),2,Citizen_(Nigeria),24,-0.19996802508831024,False
2-hop,334,1371,Ijaw_Youth_Council,0,Make_statement,197,197,Chibuike_Rotimi_Amaechi,9,Government_(Nigeria),13,-0.6978840827941895,False
2-hop,334,139,New_Zealand,0,Make_statement,834,834,Criminal_(Somalia),468,Police_(New_Zealand),4844,-1.8484020233154297,False
2-hop,334,606,Vanguard,1,Consult,241,241,Company_-_Owner_or_Operator_(Nigeria),52,Head_of_Government_(Nigeria),2,-0.6394662261009216,False
2-hop,334,106,Court_Judge_(Nigeria),14,Demand,4712,4712,Lateef_Fagbemi,2,Citizen_(Nigeria),1752,-0.5349164605140686,False
2-hop,334,828,Tamar_Beruchashvili,3,Express_intent_to_meet_or_negotiate,258,258,Jens_Stoltenberg,372,Citizen_(Czech_Republic),25,-1.5930360555648804,False
2-hop,334,886,Maithripala_Sirisena,1,Consult,1990,1990,Party_Member_(Sri_Lanka),201,Mahinda_Rajapaksa,2,-0.7194756865501404,False
2-hop,334,608,Food_and_Agriculture_Organization,7,Praise_or_endorse,192,192,Cameroon,1,Iran,844,-0.6200412511825562,False
2-hop,334,2440,Cao_Duc_Phat,0,Make_statement,1029,1029,Other_Authorities_/_Officials_(Vietnam),23,Vietnam,23,-0.29486554861068726,False
2-hop,334,4270,Catholic_Priest_(Nigeria),7,Praise_or_endorse,9,9,Government_(Nigeria),2,Citizen_(Nigeria),2,-1.4882588386535645,False
2-hop,334,145,Umar_al_Bashir,0,Make_statement,2123,2123,Malik_Agar,145,Umar_al_Bashir,157,-2.4301631450653076,False
2-hop,334,1990,Party_Member_(Sri_Lanka),1,Consult,201,201,Mahinda_Rajapaksa,201,Mahinda_Rajapaksa,1,-1.4675177335739136,True
2-hop,334,485,Joachim_Gauck,5,Host_a_visit,580,580,Royal_Administration_(Spain),40,Abdullah_Abdullah,2,-1.0078668594360352,False
2-hop,334,469,Mulatu_Teshome,7,Praise_or_endorse,1897,1897,Company_-_Owner_or_Operator_(Turkey),0,China,311,-1.7821903228759766,False
2-hop,334,159,Raheel_Sharif,1,Consult,6,6,John_Kerry,6,John_Kerry,1,-0.737238883972168,True
2-hop,334,145,Umar_al_Bashir,1,Consult,12,12,Sergey_Viktorovich_Lavrov,469,Mulatu_Teshome,5,-0.804983377456665,False
2-hop,334,309,Royal_Administration_(Nigeria),0,Make_statement,194,194,Indigenous_People_(Nigeria),9,Government_(Nigeria),22,-1.6725496053695679,False
2-hop,334,12,Sergey_Viktorovich_Lavrov,3,Express_intent_to_meet_or_negotiate,145,145,Umar_al_Bashir,6,John_Kerry,33,-3.9487361907958984,False
2-hop,334,276,International_Government_Organizations,7,Praise_or_endorse,1,1,Iran,8,Iraq,8,-2.805049180984497,False
2-hop,334,73,Poland,7,Praise_or_endorse,4719,4719,Lawmaker_(Poland),24,North_Atlantic_Treaty_Organization,165,-2.154553174972534,False
3-hop,334,80,Cambodia,5,Host_a_visit,2756,2756,Education_Ministry_(China),18,Thailand,3,-0.07077652961015701,False
3-hop,334,298,Business_(Russia),1,Consult,3403,3403,Representatives_(Belarus),12,Sergey_Viktorovich_Lavrov,9,-1.4847521781921387,False
3-hop,334,2756,Education_Ministry_(China),1,Consult,541,541,Tan_Sri_Muhyiddin_Yassin,1109,Ministry_of_Public_Security_(China),3,-1.1012773513793945,False
3-hop,334,606,Vanguard,0,Make_statement,75,75,Pope_Francis,52,Head_of_Government_(Nigeria),3535,-1.4522095918655396,False
3-hop,334,2756,Education_Ministry_(China),4,Make_a_visit,80,80,Cambodia,0,China,5,-0.5686196684837341,False
3-hop,334,3403,Representatives_(Belarus),1,Consult,298,298,Business_(Russia),181,Dmitry_Anatolyevich_Medvedev,10,-0.42133063077926636,False
3-hop,334,541,Tan_Sri_Muhyiddin_Yassin,1,Consult,2756,2756,Education_Ministry_(China),1860,Tamil_National_Alliance,2,-1.258947491645813,False
3-hop,334,3372,Peter_Ryan,8,Criticize_or_denounce,1276,1276,Barnaby_Joyce,214,Member_of_Parliament_(Australia),27,-1.3075000047683716,False
3-hop,334,5228,Uganda_Police_Force,0,Make_statement,385,385,Police_(Uganda),6,John_Kerry,3597,-1.7394388914108276,False
3-hop,334,726,Lawmaker_(Russia),3,Express_intent_to_meet_or_negotiate,2487,2487,Government_Official_(Vietnam),24,North_Atlantic_Treaty_Organization,3454,-1.5828553438186646,False
3-hop,334,3372,Peter_Ryan,0,Make_statement,1276,1276,Barnaby_Joyce,214,Member_of_Parliament_(Australia),13,-1.3790531158447266,False
3-hop,334,6,John_Kerry,2,Make_an_appeal_or_request,1792,1792,Government_(Qatar),0,China,615,-1.8354341983795166,False
3-hop,334,4134,Agriculture_/_Fishing_/_Forestry_Ministry_(Vietnam),2,Make_an_appeal_or_request,23,23,Vietnam,23,Vietnam,1,-1.6422628164291382,True
3-hop,335,2183,Stephen_Hadley,4,Make_a_visit,1229,1229,Education_(United_States),0,China,2,-1.0525047779083252,False
3-hop,335,2132,Member_of_Parliament_(Nigeria),4,Make_a_visit,66,66,Angola,9,Government_(Nigeria),17,-2.0011799335479736,False
3-hop,335,4469,Extremist_(Somalia),11,Use_conventional_military_force,690,690,Employee_(Kenya),104,Al-Shabaab,110,-0.9626944065093994,False
3-hop,335,66,Angola,5,Host_a_visit,2132,2132,Member_of_Parliament_(Nigeria),12,Sergey_Viktorovich_Lavrov,17,-3.466970920562744,False
3-hop,335,1583,Lapo_Pistelli,5,Host_a_visit,248,248,Majid_Takht_Ravanchi,115,William_Ruto,17,-1.0665545463562012,False
3-hop,335,722,Eritrea,12,Engage_in_negotiation,178,178,Federica_Mogherini,722,Eritrea,10,-0.9325290322303772,False
3-hop,335,1229,Education_(United_States),5,Host_a_visit,2183,2183,Stephen_Hadley,2183,Stephen_Hadley,1,-1.6454640626907349,True
3-hop,335,1777,Children_(Zimbabwe),24,Demonstrate_or_rally,921,921,Ministry_(Zimbabwe),1667,Didmus_Noel_Edwin_Mutasa,2,-0.8285026550292969,False
3-hop,335,1131,Businessperson_(United_States),0,Make_statement,2262,2262,Environment_Agency,0,China,1161,-2.7680182456970215,False
3-hop,335,82,Military_(Lebanon),11,Use_conventional_military_force,1513,1513,Islamic_Militant_(Syria),736,Armed_Gang_(Syria),5,-0.7758687138557434,False
3-hop,335,262,Government_(France),7,Praise_or_endorse,687,687,Botswana,27,François_Hollande,930,-0.7516308426856995,False
3-hop,335,1513,Islamic_Militant_(Syria),10,Use_unconventional_violence,82,82,Military_(Lebanon),17,Citizen_(Australia),13,-1.6724324226379395,False
3-hop,335,708,Cleric_(Nigeria),40,Provide_aid,3431,3431,Secretariat_(All_Progressives_Congress),2,Citizen_(Nigeria),115,-0.3190743923187256,False
3-hop,335,248,Majid_Takht_Ravanchi,4,Make_a_visit,1583,1583,Lapo_Pistelli,1,Iran,25,-0.16714134812355042,False
3-hop,335,4102,Yesh_Atid,9,Accuse,22,22,Benjamin_Netanyahu,22,Benjamin_Netanyahu,1,-0.7995674014091492,True
3-hop,335,178,Federica_Mogherini,12,Engage_in_negotiation,722,722,Eritrea,12,Sergey_Viktorovich_Lavrov,18,-1.1547346115112305,False
3-hop,336,248,Majid_Takht_Ravanchi,1,Consult,1583,1583,Lapo_Pistelli,1583,Lapo_Pistelli,1,-1.2126922607421875,True
3-hop,336,760,Joao_Lourenco,1,Consult,2949,2949,Roberta_Pinotti,2541,Lawyer/Attorney_(Dominican_Republic),67,-1.831668496131897,False
3-hop,336,1408,Terry_McAuliffe,0,Make_statement,311,311,Business_(Canada),0,China,492,-0.186395525932312,False
3-hop,336,258,Jens_Stoltenberg,13,Express_intent_to_cooperate,77,77,Haider_Al-Abadi,24,North_Atlantic_Treaty_Organization,46,-0.6669716835021973,False
3-hop,336,3246,Justice_Department/Ministery_(France),0,Make_statement,157,157,Other_Authorities_/_Officials_(China),262,Government_(France),928,-1.6584163904190063,False
3-hop,336,258,Jens_Stoltenberg,27,Meet_at_a_'third'_location,77,77,Haider_Al-Abadi,24,North_Atlantic_Treaty_Organization,7,-0.9690209627151489,False
3-hop,336,2949,Roberta_Pinotti,1,Consult,760,760,Joao_Lourenco,245,Nabih_Berri,62,-0.5681228637695312,False
3-hop,336,1513,Islamic_Militant_(Syria),10,Use_unconventional_violence,82,82,Military_(Lebanon),82,Military_(Lebanon),1,-1.2046922445297241,True
3-hop,336,77,Haider_Al-Abadi,27,Meet_at_a_'third'_location,258,258,Jens_Stoltenberg,77,Haider_Al-Abadi,6,-1.4365438222885132,False
3-hop,336,69,Tajikistan,44,Confiscate_property,2733,2733,Criminal_(Kyrgyzstan),1,Iran,622,-0.4620596766471863,False
3-hop,336,25,UN_Security_Council,1,Consult,1565,1565,Defense_/_Security_Ministry_(Slovakia),12,Sergey_Viktorovich_Lavrov,9,-1.6807852983474731,False
3-hop,336,2938,Rand_Paul,0,Make_statement,8,8,Iraq,415,Government_(Mexico),68,-2.385948657989502,False
3-hop,336,2406,Al-Azhar_University,8,Criticize_or_denounce,903,903,Terrorist_Leader_(Syria),64,Police_(Egypt),3302,-1.9569604396820068,False
3-hop,336,82,Military_(Lebanon),11,Use_conventional_military_force,1513,1513,Islamic_Militant_(Syria),736,Armed_Gang_(Syria),2,-0.6291918158531189,False
3-hop,336,1565,Defense_/_Security_Ministry_(Slovakia),1,Consult,25,25,UN_Security_Council,39,Foreign_Affairs_(United_States),20,-1.6826505661010742,False
3-hop,336,1583,Lapo_Pistelli,1,Consult,248,248,Majid_Takht_Ravanchi,25,UN_Security_Council,2,-1.2052959203720093,False
3-hop,337,4073,Transport_Canada,0,Make_statement,2170,2170,Regulator_(Canada),34,Canada,40,-0.7042746543884277,False
3-hop,337,681,Head_of_Government_(Bulgaria),1,Consult,1363,1363,Elmar_Brok,619,Foreign_Affairs_(Georgia),7,-1.0376182794570923,False
3-hop,337,486,Ministry_(Tanzania),1,Consult,145,145,Umar_al_Bashir,486,Ministry_(Tanzania),78,-0.146680548787117,False
3-hop,337,1514,Joseph_Katema,0,Make_statement,4107,4107,Zambia_National_Broadcasting_Corporation,2853,Media_(Zambia),135,-1.691384196281433,False
3-hop,337,271,Alexis_Tsipras,3,Express_intent_to_meet_or_negotiate,556,556,Tomislav_Nikolić,131,Evangelos_Venizelos,1390,-0.7265706062316895,False
4+hop,334,170,Police_(United_States),0,Make_statement,4369,4369,David_Miller,2558,Mazda,5815,-2.6188454627990723,False
4+hop,334,1058,James_Ongwae,1,Consult,1366,1366,Government_(Poland),1137,Indigenous_People_(Somalia),18,-1.1384685039520264,False
4+hop,334,1366,Government_(Poland),1,Consult,1058,1058,James_Ongwae,91,Protester_(Hong_Kong),39,-2.1514036655426025,False
4+hop,335,2541,Lawyer/Attorney_(Dominican_Republic),7,Praise_or_endorse,1510,1510,Holy_See,1993,Police_(Dominican_Republic),2668,-1.3685280084609985,False
4+hop,335,1777,Children_(Zimbabwe),24,Demonstrate_or_rally,3894,3894,Ministry_of_Mining_(Zimbabwe),1667,Didmus_Noel_Edwin_Mutasa,190,-0.8285026550292969,False
4+hop,335,170,Police_(United_States),18,Investigate,1281,1281,Citizen_(Mauritius),34,Canada,450,-2.6143808364868164,False
4+hop,336,531,Shivraj_Singh_Chouhan,1,Consult,3406,3406,Representatives_(Non-Governmental_Organizations),3406,Representatives_(Non-Governmental_Organizations),1,-1.0411616563796997,True
4+hop,336,2541,Lawyer/Attorney_(Dominican_Republic),1,Consult,75,75,Pope_Francis,1484,Business_(Belgium),9,-0.7566190958023071,False
4+hop,336,3406,Representatives_(Non-Governmental_Organizations),1,Consult,531,531,Shivraj_Singh_Chouhan,738,Daniel_Mitov,2,-1.6159788370132446,False
4+hop,336,75,Pope_Francis,1,Consult,2541,2541,Lawyer/Attorney_(Dominican_Republic),63,Middle_East,5,-1.1948491334915161,False
4+hop,337,4233,Bernadette_Meehan,0,Make_statement,518,518,Gambia,8,Iraq,533,-3.6856281757354736,False
4+hop,338,3420,Rose_Gottemoeller,1,Consult,2712,2712,Chief_of_Staff_(Ukraine),5,Japan,4,-0.9520938396453857,False
4+hop,338,2712,Chief_of_Staff_(Ukraine),1,Consult,3420,3420,Rose_Gottemoeller,131,Evangelos_Venizelos,14,-1.7921245098114014,False
4+hop,338,1220,Armed_Band_(Lebanon),2,Make_an_appeal_or_request,2476,2476,Employee_(Lebanon),82,Military_(Lebanon),10,-0.5110927820205688,False
4+hop,339,1065,Military_Personnel_-_Special_(United_States),11,Use_conventional_military_force,1837,1837,Pierre_Korkie,104,Al-Shabaab,2797,-2.0517594814300537,False
4+hop,339,4,Barack_Obama,8,Criticize_or_denounce,3299,3299,Militant_(Al_Qaeda_in_the_Arabian_Peninsula),8,Iraq,4976,-1.839983582496643,False
4+hop,340,3315,Ministry_(Belarus),0,Make_statement,3077,3077,Business_(Belarus),1933,Government_(Belarus),3,-1.7980608940124512,False
4+hop,340,1935,Government_(Ecuador),79,Impose_restrictions_on_political_freedoms,1967,1967,Member_of_Parliament_(Germany),631,Rafael_Correa,3934,-0.781562864780426,False
4+hop,340,1197,Military_(Jordan),7,Praise_or_endorse,3459,3459,Terrorist_Organization_(Syria),594,Ministry_(Jordan),3009,-2.932096481323242,False
4+hop,341,225,Military_Personnel_-_Special_(India),0,Make_statement,3087,3087,Central_Security_Forces,56,Employee_(India),4076,-1.9940015077590942,False
4+hop,341,2880,Ministry_of_Health,3,Express_intent_to_meet_or_negotiate,438,438,Citizen_(Bulgaria),438,Citizen_(Bulgaria),1,-1.245922327041626,True
4+hop,341,823,Police_(Jordan),0,Make_statement,4784,4784,Member_of_Legislative_(Govt)_(Jordan),594,Ministry_(Jordan),688,-1.9780752658843994,False
4+hop,342,152,Amnesty_International,8,Criticize_or_denounce,2748,2748,Domestic_Affairs_(Algeria),0,China,2352,-2.6369264125823975,False
4+hop,343,2670,Activist_(Cuba),28,Engage_in_symbolic_act,261,261,Raúl_Castro,1008,Serge_Lazarevic,54,-3.282702684402466,False
4+hop,343,3229,Intelligence_and_Security_Committee,18,Investigate,5137,5137,Senate_(United_Kingdom),55,Citizen_(United_Kingdom),64,-0.9178397059440613,False
4+hop,344,1065,Military_Personnel_-_Special_(United_States),11,Use_conventional_military_force,1837,1837,Pierre_Korkie,104,Al-Shabaab,234,-1.658517599105835,False
4+hop,347,4663,John_Major,0,Make_statement,3229,3229,Intelligence_and_Security_Committee,507,Alex_Salmond,286,-1.3594521284103394,False
4+hop,347,10,France,11,Use_conventional_military_force,4618,4618,Insurgent_(Algeria),117,Armed_Rebel_(Syria),1185,-1.9673237800598145,False
4+hop,348,595,Office_of_the_United_Nations_High_Commissioner_for_Human_Rights,70,Rally_opposition_against,1781,1781,Congress_(Brazil),78,Citizen_(Yemen),2340,-1.7830259799957275,False
4+hop,348,36,Government_(Kenya),17,Sign_formal_agreement,3596,3596,Company_-_Owner_or_Operator_(Netherlands),36,Government_(Kenya),2,-0.7001665234565735,False
4+hop,348,3596,Company_-_Owner_or_Operator_(Netherlands),17,Sign_formal_agreement,36,36,Government_(Kenya),161,Head_of_Government_(Afghanistan),3,-1.7789082527160645,False
4+hop,348,4106,Yukos,1,Consult,4100,4100,Yabloko,303,Mevlut_Cavusoglu,2,-1.262545108795166,False
4+hop,348,4100,Yabloko,1,Consult,4106,4106,Yukos,1756,Sunday_Times,3,-1.928644061088562,False
4+hop,348,4342,Constitutional_Court_(Albania),20,Reject,709,709,Democratic_Party,4342,Constitutional_Court_(Albania),4948,-2.172813653945923,False
