hop_category,timestamp,head_id,head_name,relation_id,relation_name,tail_id,true_entity_id,true_entity_name,predicted_entity_id,predicted_entity_name,rank,score,is_correct
1-hop,334,18,Thailand,13,Express_intent_to_cooperate,30,30,Malaysia,30,Malaysia,1,-0.5227339863777161,True
1-hop,334,19,Police_(Australia),6,"Arrest,_detain,_or_charge_with_legal_action",17,17,Citizen_(Australia),17,Citizen_(Australia),1,-0.426175057888031,True
1-hop,334,267,Terrorist_(Islamic_State_of_Iraq_and_the_Levant),23,Threaten,8,8,Iraq,8,Iraq,1,-0.14025843143463135,True
1-hop,334,91,Protester_(Hong_Kong),1,Consult,101,101,Police_(Hong_Kong),101,Police_(Hong_Kong),1,-0.07446630299091339,True
1-hop,334,2,Citizen_(Nigeria),2,Make_an_appeal_or_request,9,9,Government_(Nigeria),9,Government_(Nigeria),1,-1.9344598054885864,True
1-hop,334,40,Abdullah_Abdullah,27,Meet_at_a_'third'_location,33,33,Ashraf_Ghani_Ahmadzai,33,Ashraf_Ghani_Ahmadzai,1,-0.5855246186256409,True
1-hop,334,109,Head_of_Government_(China),3,Express_intent_to_meet_or_negotiate,0,0,China,0,China,1,-1.7606055736541748,True
1-hop,334,54,Israeli_Defense_Forces,21,fight_with_small_arms_and_light_weapons,1760,1760,"Women_(Palestinian_Territory,_Occupied)",187,"Children_(Palestinian_Territory,_Occupied)",4,-1.155329704284668,False
1-hop,334,41,Abdel_Fattah_Al-Sisi,15,Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support),37,37,Sudan,103,Head_of_Government_(Egypt),5,-2.0180203914642334,False
1-hop,334,886,Maithripala_Sirisena,0,Make_statement,201,201,Mahinda_Rajapaksa,201,Mahinda_Rajapaksa,1,-0.8994022011756897,True
1-hop,334,107,Citizen_(Sudan),36,Physically_assault,332,332,Police_(Sudan),107,Citizen_(Sudan),2,-1.482435941696167,False
1-hop,334,964,Scholar_(Nigeria),0,Make_statement,297,297,Muslim_(Nigeria),9,Government_(Nigeria),18,-1.1983606815338135,False
1-hop,334,14,Mohammad_Javad_Zarif,0,Make_statement,1,1,Iran,1,Iran,1,-0.19197145104408264,True
1-hop,334,299,Congress_(United_States),52,"Impose_embargo,_boycott,_or_sanctions",1,1,Iran,1,Iran,1,-0.43866902589797974,True
1-hop,334,3,Citizen_(India),21,fight_with_small_arms_and_light_weapons,225,225,Military_Personnel_-_Special_(India),225,Military_Personnel_-_Special_(India),1,-0.8637624979019165,True
1-hop,334,2643,Sri_Lanka_United_National_Party,7,Praise_or_endorse,886,886,Maithripala_Sirisena,112,Government_(United_States),58,-2.6719110012054443,False
1-hop,334,1,Iran,16,Engage_in_diplomatic_cooperation,148,148,Oman,179,Portugal,2,-0.80552077293396,False
1-hop,334,47,Head_of_Government_(India),0,Make_statement,56,56,Employee_(India),56,Employee_(India),1,-2.174339771270752,True
1-hop,334,28,Boko_Haram,2,Make_an_appeal_or_request,9,9,Government_(Nigeria),2,Citizen_(Nigeria),2,-0.570353627204895,False
1-hop,334,53,Hamas,0,Make_statement,287,287,"Government_(Palestinian_Territory,_Occupied)",287,"Government_(Palestinian_Territory,_Occupied)",1,-1.1144554615020752,True
1-hop,334,374,Media_Personnel_(Australia),2,Make_an_appeal_or_request,17,17,Citizen_(Australia),17,Citizen_(Australia),1,-0.24986936151981354,True
1-hop,334,193,Lawyer/Attorney_(South_Korea),18,Investigate,60,60,Citizen_(South_Korea),60,Citizen_(South_Korea),1,-1.3198363780975342,True
1-hop,334,20,Philippines,6,"Arrest,_detain,_or_charge_with_legal_action",108,108,Criminal_(Philippines),108,Criminal_(Philippines),1,-1.2054331302642822,True
1-hop,334,16,Citizen_(Kenya),14,Demand,36,36,Government_(Kenya),36,Government_(Kenya),1,-1.1987757682800293,True
1-hop,334,42,Nuri_al-Maliki,0,Make_statement,8,8,Iraq,8,Iraq,1,-0.3576160669326782,True
1-hop,334,18,Thailand,15,Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support),30,30,Malaysia,30,Malaysia,1,-1.6268208026885986,True
1-hop,334,64,Police_(Egypt),34,Use_tactics_of_violent_repression,127,127,Protester_(Egypt),127,Protester_(Egypt),1,-0.01094365119934082,True
1-hop,334,54,Israeli_Defense_Forces,11,Use_conventional_military_force,1760,1760,"Women_(Palestinian_Territory,_Occupied)",187,"Children_(Palestinian_Territory,_Occupied)",2,-1.3916610479354858,False
1-hop,334,1536,Police_(Gambia),6,"Arrest,_detain,_or_charge_with_legal_action",2848,2848,Mambury_Njie,2848,Mambury_Njie,1,-0.5447980165481567,True
1-hop,334,1,Iran,16,Engage_in_diplomatic_cooperation,58,58,Qatar,179,Portugal,2,-0.80552077293396,False
1-hop,334,5,Japan,15,Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support),7,7,South_Korea,18,Thailand,2,-1.3703649044036865,False
1-hop,334,677,Bukola_Saraki,2,Make_an_appeal_or_request,9,9,Government_(Nigeria),2,Citizen_(Nigeria),2,-0.29153263568878174,False
1-hop,334,12,Sergey_Viktorovich_Lavrov,3,Express_intent_to_meet_or_negotiate,37,37,Sudan,37,Sudan,1,-0.5563069581985474,True
1-hop,334,101,Police_(Hong_Kong),36,Physically_assault,91,91,Protester_(Hong_Kong),91,Protester_(Hong_Kong),1,-0.04258899390697479,True
1-hop,334,137,Government_(Venezuela),0,Make_statement,812,812,Criminal_(Venezuela),137,Government_(Venezuela),3,-2.212568998336792,False
1-hop,334,255,Court_Judge_(Kenya),43,Impose_administrative_sanctions,786,786,Member_of_Legislative_(Govt)_(Kenya),16,Citizen_(Kenya),276,-0.23869413137435913,False
1-hop,334,28,Boko_Haram,25,"Abduct,_hijack,_or_take_hostage",2,2,Citizen_(Nigeria),2,Citizen_(Nigeria),1,-0.14068357646465302,True
2-hop,334,88,Bahrain,20,Reject,24,24,North_Atlantic_Treaty_Organization,58,Qatar,136,-1.0346286296844482,False
2-hop,334,2843,Lin_Chia-lung,35,Occupy_territory,585,585,Kuomintang,0,China,6,-1.6010537147521973,False
2-hop,334,1897,Company_-_Owner_or_Operator_(Turkey),1,Consult,469,469,Mulatu_Teshome,145,Umar_al_Bashir,7,-0.5385081171989441,False
2-hop,334,102,Member_of_Parliament_(India),2,Make_an_appeal_or_request,842,842,Justice_Department/Ministery_(India),3,Citizen_(India),15,-0.46843910217285156,False
2-hop,334,82,Military_(Lebanon),6,"Arrest,_detain,_or_charge_with_legal_action",17,17,Citizen_(Australia),736,Armed_Gang_(Syria),252,-1.2292091846466064,False
2-hop,334,1132,Djoomart_Otorbaev,1,Consult,181,181,Dmitry_Anatolyevich_Medvedev,181,Dmitry_Anatolyevich_Medvedev,1,-0.9952671527862549,True
2-hop,334,1859,Sylvia_Masebo,0,Make_statement,402,402,Guy_Scott,234,Michael_Sata,7,-0.5146950483322144,False
2-hop,334,241,Company_-_Owner_or_Operator_(Nigeria),1,Consult,606,606,Vanguard,606,Vanguard,1,-0.8710265159606934,True
2-hop,334,259,Ministry_(Russia),0,Make_statement,37,37,Sudan,227,Interfax,243,-2.283076763153076,False
2-hop,334,40,Abdullah_Abdullah,27,Meet_at_a_'third'_location,258,258,Jens_Stoltenberg,258,Jens_Stoltenberg,1,-0.8619832992553711,True
2-hop,334,161,Head_of_Government_(Afghanistan),0,Make_statement,639,639,Ministry_(Afghanistan),15,Afghanistan,10,-0.8452330231666565,False
2-hop,334,697,Ministry_(South_Korea),0,Make_statement,20,20,Philippines,7,South_Korea,38,-0.33591076731681824,False
2-hop,334,875,Bishop_(Nigeria),0,Make_statement,205,205,Emmanuel_Eweta_Uduaghan,9,Government_(Nigeria),55,-0.5506085157394409,False
2-hop,334,2203,Administrative_Body_(India),1,Consult,102,102,Member_of_Parliament_(India),102,Member_of_Parliament_(India),1,-0.787420392036438,True
2-hop,334,102,Member_of_Parliament_(India),1,Consult,2203,2203,Administrative_Body_(India),2203,Administrative_Body_(India),1,-0.5184762477874756,True
2-hop,334,1860,Tamil_National_Alliance,1,Consult,886,886,Maithripala_Sirisena,469,Mulatu_Teshome,29,-0.6009544730186462,False
2-hop,334,608,Food_and_Agriculture_Organization,7,Praise_or_endorse,49,49,Mexico,1,Iran,103,-0.43760910630226135,False
2-hop,334,3349,Nonofo_Molefhi,0,Make_statement,687,687,Botswana,687,Botswana,1,-1.3245152235031128,True
2-hop,334,98,Julie_Bishop,0,Make_statement,1516,1516,Media_(Japan),19,Police_(Australia),569,-2.408906936645508,False
2-hop,334,1449,Louise_Mushikiwabo,8,Criticize_or_denounce,27,27,François_Hollande,10,France,7,-1.4750558137893677,False
2-hop,334,469,Mulatu_Teshome,1,Consult,1897,1897,Company_-_Owner_or_Operator_(Turkey),1860,Tamil_National_Alliance,5,-0.9530476927757263,False
2-hop,334,849,Willem-Alexander,28,Engage_in_symbolic_act,500,500,Gurbanguly_Berdymukhammedov,7091,Waseda_University,2776,-2.104003667831421,False
2-hop,334,1436,Haaretz,0,Make_statement,58,58,Qatar,22,Benjamin_Netanyahu,116,-0.18023771047592163,False
2-hop,334,825,Political_Parties_(Pakistan),20,Reject,226,226,Pakistan_Tehreek-e-Insaf,122,Head_of_Government_(Pakistan),14,-1.9883909225463867,False
2-hop,334,3207,House_Speaker_(Philippines),28,Engage_in_symbolic_act,441,441,Employee_(Philippines),762,Mauricio_Domogan,30,-2.143217086791992,False
2-hop,334,772,Alex_Badeh,14,Demand,591,591,High_Ranking_Military_Personnel_(Nigeria),2,Citizen_(Nigeria),49,-0.7942902445793152,False
2-hop,334,199,Muhammadu_Buhari,7,Praise_or_endorse,281,281,Adams_Oshiomhole,2,Citizen_(Nigeria),37,-1.3170644044876099,False
2-hop,334,205,Emmanuel_Eweta_Uduaghan,7,Praise_or_endorse,106,106,Court_Judge_(Nigeria),2,Citizen_(Nigeria),34,-1.1697139739990234,False
2-hop,334,1990,Party_Member_(Sri_Lanka),1,Consult,886,886,Maithripala_Sirisena,2203,Administrative_Body_(India),8,-1.882375717163086,False
2-hop,334,4049,South_African_Chamber_of_Commerce_and_Industry,7,Praise_or_endorse,260,260,Ministry_(South_Africa),5926,Government_Affiliated_Bank_(South_Africa),21,-1.9166927337646484,False
2-hop,334,772,Alex_Badeh,2,Make_an_appeal_or_request,591,591,High_Ranking_Military_Personnel_(Nigeria),2,Citizen_(Nigeria),47,-0.19933828711509705,False
2-hop,334,1371,Ijaw_Youth_Council,0,Make_statement,197,197,Chibuike_Rotimi_Amaechi,9,Government_(Nigeria),3,-0.6682464480400085,False
2-hop,334,139,New_Zealand,0,Make_statement,834,834,Criminal_(Somalia),798,Government_(New_Zealand),1302,-1.3144081830978394,False
2-hop,334,606,Vanguard,1,Consult,241,241,Company_-_Owner_or_Operator_(Nigeria),324,Congress_(Nigeria),2,-0.784429669380188,False
2-hop,334,106,Court_Judge_(Nigeria),14,Demand,4712,4712,Lateef_Fagbemi,2,Citizen_(Nigeria),2205,-0.5145962238311768,False
2-hop,334,828,Tamar_Beruchashvili,3,Express_intent_to_meet_or_negotiate,258,258,Jens_Stoltenberg,0,China,36,-2.1618568897247314,False
2-hop,334,886,Maithripala_Sirisena,1,Consult,1990,1990,Party_Member_(Sri_Lanka),201,Mahinda_Rajapaksa,6,-0.509535551071167,False
2-hop,334,608,Food_and_Agriculture_Organization,7,Praise_or_endorse,192,192,Cameroon,1,Iran,304,-0.43760910630226135,False
2-hop,334,2440,Cao_Duc_Phat,0,Make_statement,1029,1029,Other_Authorities_/_Officials_(Vietnam),23,Vietnam,13,-0.13217619061470032,False
2-hop,334,4270,Catholic_Priest_(Nigeria),7,Praise_or_endorse,9,9,Government_(Nigeria),2,Citizen_(Nigeria),3,-1.642505168914795,False
2-hop,334,145,Umar_al_Bashir,0,Make_statement,2123,2123,Malik_Agar,145,Umar_al_Bashir,532,-2.6841888427734375,False
2-hop,334,1990,Party_Member_(Sri_Lanka),1,Consult,201,201,Mahinda_Rajapaksa,201,Mahinda_Rajapaksa,1,-1.456101417541504,True
2-hop,334,485,Joachim_Gauck,5,Host_a_visit,580,580,Royal_Administration_(Spain),2756,Education_Ministry_(China),2,-1.0307426452636719,False
2-hop,334,469,Mulatu_Teshome,7,Praise_or_endorse,1897,1897,Company_-_Owner_or_Operator_(Turkey),0,China,107,-0.4813786745071411,False
2-hop,334,159,Raheel_Sharif,1,Consult,6,6,John_Kerry,6,John_Kerry,1,-0.3715294897556305,True
2-hop,334,145,Umar_al_Bashir,1,Consult,12,12,Sergey_Viktorovich_Lavrov,1897,Company_-_Owner_or_Operator_(Turkey),2,-0.40971654653549194,False
2-hop,334,309,Royal_Administration_(Nigeria),0,Make_statement,194,194,Indigenous_People_(Nigeria),9,Government_(Nigeria),14,-1.1370563507080078,False
2-hop,334,12,Sergey_Viktorovich_Lavrov,3,Express_intent_to_meet_or_negotiate,145,145,Umar_al_Bashir,469,Mulatu_Teshome,12,-3.5692138671875,False
2-hop,334,276,International_Government_Organizations,7,Praise_or_endorse,1,1,Iran,8,Iraq,3,-2.8308632373809814,False
2-hop,334,73,Poland,7,Praise_or_endorse,4719,4719,Lawmaker_(Poland),24,North_Atlantic_Treaty_Organization,534,-1.0958150625228882,False
3-hop,334,80,Cambodia,5,Host_a_visit,2756,2756,Education_Ministry_(China),2756,Education_Ministry_(China),1,-0.809350848197937,True
3-hop,334,298,Business_(Russia),1,Consult,3403,3403,Representatives_(Belarus),12,Sergey_Viktorovich_Lavrov,7,-1.4258029460906982,False
3-hop,334,2756,Education_Ministry_(China),1,Consult,541,541,Tan_Sri_Muhyiddin_Yassin,541,Tan_Sri_Muhyiddin_Yassin,1,-1.6063849925994873,True
3-hop,334,606,Vanguard,0,Make_statement,75,75,Pope_Francis,324,Congress_(Nigeria),3278,-1.4608814716339111,False
3-hop,334,2756,Education_Ministry_(China),4,Make_a_visit,80,80,Cambodia,80,Cambodia,1,-0.6699656844139099,True
3-hop,334,3403,Representatives_(Belarus),1,Consult,298,298,Business_(Russia),181,Dmitry_Anatolyevich_Medvedev,6,-0.5720922350883484,False
3-hop,334,541,Tan_Sri_Muhyiddin_Yassin,1,Consult,2756,2756,Education_Ministry_(China),1109,Ministry_of_Public_Security_(China),4,-1.922040343284607,False
3-hop,334,3372,Peter_Ryan,8,Criticize_or_denounce,1276,1276,Barnaby_Joyce,214,Member_of_Parliament_(Australia),121,-1.1406532526016235,False
3-hop,334,5228,Uganda_Police_Force,0,Make_statement,385,385,Police_(Uganda),22,Benjamin_Netanyahu,1109,-1.94887375831604,False
3-hop,334,726,Lawmaker_(Russia),3,Express_intent_to_meet_or_negotiate,2487,2487,Government_Official_(Vietnam),1,Iran,4604,-0.8683799505233765,False
3-hop,334,3372,Peter_Ryan,0,Make_statement,1276,1276,Barnaby_Joyce,214,Member_of_Parliament_(Australia),89,-1.1832756996154785,False
3-hop,334,6,John_Kerry,2,Make_an_appeal_or_request,1792,1792,Government_(Qatar),0,China,2187,-1.4622586965560913,False
3-hop,334,4134,Agriculture_/_Fishing_/_Forestry_Ministry_(Vietnam),2,Make_an_appeal_or_request,23,23,Vietnam,698,Ministry_(Vietnam),6,-1.8759474754333496,False
3-hop,335,2183,Stephen_Hadley,4,Make_a_visit,1229,1229,Education_(United_States),37,Sudan,4,-1.2969188690185547,False
3-hop,335,2132,Member_of_Parliament_(Nigeria),4,Make_a_visit,66,66,Angola,1229,Education_(United_States),4,-1.1724607944488525,False
3-hop,335,4469,Extremist_(Somalia),11,Use_conventional_military_force,690,690,Employee_(Kenya),104,Al-Shabaab,249,-0.7812644839286804,False
3-hop,335,66,Angola,5,Host_a_visit,2132,2132,Member_of_Parliament_(Nigeria),115,William_Ruto,10,-2.1138455867767334,False
3-hop,335,1583,Lapo_Pistelli,5,Host_a_visit,248,248,Majid_Takht_Ravanchi,1694,International_Federation_of_Red_Cross_and_Red_Crescent_Societies,39,-1.5900999307632446,False
3-hop,335,722,Eritrea,12,Engage_in_negotiation,178,178,Federica_Mogherini,722,Eritrea,32,-0.1173834577202797,False
3-hop,335,1229,Education_(United_States),5,Host_a_visit,2183,2183,Stephen_Hadley,2183,Stephen_Hadley,1,-0.7635402679443359,True
3-hop,335,1777,Children_(Zimbabwe),24,Demonstrate_or_rally,921,921,Ministry_(Zimbabwe),1667,Didmus_Noel_Edwin_Mutasa,3,-0.22937430441379547,False
3-hop,335,1131,Businessperson_(United_States),0,Make_statement,2262,2262,Environment_Agency,0,China,2960,-2.4437079429626465,False
3-hop,335,82,Military_(Lebanon),11,Use_conventional_military_force,1513,1513,Islamic_Militant_(Syria),1220,Armed_Band_(Lebanon),5,-0.28354185819625854,False
3-hop,335,262,Government_(France),7,Praise_or_endorse,687,687,Botswana,27,François_Hollande,1432,-1.1605068445205688,False
3-hop,335,1513,Islamic_Militant_(Syria),10,Use_unconventional_violence,82,82,Military_(Lebanon),824,Police_(Syria),11,-1.6124358177185059,False
3-hop,335,708,Cleric_(Nigeria),40,Provide_aid,3431,3431,Secretariat_(All_Progressives_Congress),2,Citizen_(Nigeria),188,-0.6775795221328735,False
3-hop,335,248,Majid_Takht_Ravanchi,4,Make_a_visit,1583,1583,Lapo_Pistelli,1,Iran,38,-0.7441802024841309,False
3-hop,335,4102,Yesh_Atid,9,Accuse,22,22,Benjamin_Netanyahu,2968,Shas,2,-0.8549255728721619,False
3-hop,335,178,Federica_Mogherini,12,Engage_in_negotiation,722,722,Eritrea,249,Pavlo_Klimkin,51,-0.9034082889556885,False
3-hop,336,248,Majid_Takht_Ravanchi,1,Consult,1583,1583,Lapo_Pistelli,1583,Lapo_Pistelli,1,-0.9918445348739624,True
3-hop,336,760,Joao_Lourenco,1,Consult,2949,2949,Roberta_Pinotti,216,Envoy_(United_States),4,-1.2593600749969482,False
3-hop,336,1408,Terry_McAuliffe,0,Make_statement,311,311,Business_(Canada),5,Japan,392,-0.8703426122665405,False
3-hop,336,258,Jens_Stoltenberg,13,Express_intent_to_cooperate,77,77,Haider_Al-Abadi,24,North_Atlantic_Treaty_Organization,39,-0.540894091129303,False
3-hop,336,3246,Justice_Department/Ministery_(France),0,Make_statement,157,157,Other_Authorities_/_Officials_(China),10,France,367,-0.8541112542152405,False
3-hop,336,258,Jens_Stoltenberg,27,Meet_at_a_'third'_location,77,77,Haider_Al-Abadi,24,North_Atlantic_Treaty_Organization,12,-0.5189119577407837,False
3-hop,336,2949,Roberta_Pinotti,1,Consult,760,760,Joao_Lourenco,245,Nabih_Berri,16,-0.7052964568138123,False
3-hop,336,1513,Islamic_Militant_(Syria),10,Use_unconventional_violence,82,82,Military_(Lebanon),82,Military_(Lebanon),1,-0.821342945098877,True
3-hop,336,77,Haider_Al-Abadi,27,Meet_at_a_'third'_location,258,258,Jens_Stoltenberg,77,Haider_Al-Abadi,4,-2.3054447174072266,False
3-hop,336,69,Tajikistan,44,Confiscate_property,2733,2733,Criminal_(Kyrgyzstan),15,Afghanistan,82,-1.3801316022872925,False
3-hop,336,25,UN_Security_Council,1,Consult,1565,1565,Defense_/_Security_Ministry_(Slovakia),996,Lawmaker_(Lebanon),9,-1.3218268156051636,False
3-hop,336,2938,Rand_Paul,0,Make_statement,8,8,Iraq,217,Guatemala,1399,-1.426839828491211,False
3-hop,336,2406,Al-Azhar_University,8,Criticize_or_denounce,903,903,Terrorist_Leader_(Syria),64,Police_(Egypt),5752,-1.2215142250061035,False
3-hop,336,82,Military_(Lebanon),11,Use_conventional_military_force,1513,1513,Islamic_Militant_(Syria),1220,Armed_Band_(Lebanon),3,-0.5687897801399231,False
3-hop,336,1565,Defense_/_Security_Ministry_(Slovakia),1,Consult,25,25,UN_Security_Council,203,Edgars_Rinkevics,15,-0.6385895609855652,False
3-hop,336,1583,Lapo_Pistelli,1,Consult,248,248,Majid_Takht_Ravanchi,248,Majid_Takht_Ravanchi,1,-1.0338020324707031,True
3-hop,337,4073,Transport_Canada,0,Make_statement,2170,2170,Regulator_(Canada),34,Canada,172,-1.1732169389724731,False
3-hop,337,681,Head_of_Government_(Bulgaria),1,Consult,1363,1363,Elmar_Brok,2942,Representatives_(Estonia),3,-1.2958340644836426,False
3-hop,337,486,Ministry_(Tanzania),1,Consult,145,145,Umar_al_Bashir,486,Ministry_(Tanzania),41,-0.04519225284457207,False
3-hop,337,1514,Joseph_Katema,0,Make_statement,4107,4107,Zambia_National_Broadcasting_Corporation,756,Hakainde_Hichilema,412,-1.2788141965866089,False
3-hop,337,271,Alexis_Tsipras,3,Express_intent_to_meet_or_negotiate,556,556,Tomislav_Nikolić,131,Evangelos_Venizelos,119,-1.434414267539978,False
4+hop,334,170,Police_(United_States),0,Make_statement,4369,4369,David_Miller,582,Dzhokhar_Tsarnaev,4445,-2.217670440673828,False
4+hop,334,1058,James_Ongwae,1,Consult,1366,1366,Government_(Poland),1897,Company_-_Owner_or_Operator_(Turkey),257,-1.0576400756835938,False
4+hop,334,1366,Government_(Poland),1,Consult,1058,1058,James_Ongwae,3403,Representatives_(Belarus),58,-1.5693823099136353,False
4+hop,335,2541,Lawyer/Attorney_(Dominican_Republic),7,Praise_or_endorse,1510,1510,Holy_See,1993,Police_(Dominican_Republic),3296,-1.4601918458938599,False
4+hop,335,1777,Children_(Zimbabwe),24,Demonstrate_or_rally,3894,3894,Ministry_of_Mining_(Zimbabwe),1667,Didmus_Noel_Edwin_Mutasa,108,-0.22937430441379547,False
4+hop,335,170,Police_(United_States),18,Investigate,1281,1281,Citizen_(Mauritius),55,Citizen_(United_Kingdom),3599,-2.4294190406799316,False
4+hop,336,531,Shivraj_Singh_Chouhan,1,Consult,3406,3406,Representatives_(Non-Governmental_Organizations),531,Shivraj_Singh_Chouhan,8,-1.6718144416809082,False
4+hop,336,2541,Lawyer/Attorney_(Dominican_Republic),1,Consult,75,75,Pope_Francis,75,Pope_Francis,1,-0.8952913284301758,True
4+hop,336,3406,Representatives_(Non-Governmental_Organizations),1,Consult,531,531,Shivraj_Singh_Chouhan,203,Edgars_Rinkevics,19,-0.8165646195411682,False
4+hop,336,75,Pope_Francis,1,Consult,2541,2541,Lawyer/Attorney_(Dominican_Republic),2308,Lawyer/Attorney_(Holy_See_(Vatican_City_State)),5,-0.852665901184082,False
4+hop,337,4233,Bernadette_Meehan,0,Make_statement,518,518,Gambia,1,Iran,696,-2.6587436199188232,False
4+hop,338,3420,Rose_Gottemoeller,1,Consult,2712,2712,Chief_of_Staff_(Ukraine),5,Japan,42,-0.7205185890197754,False
4+hop,338,2712,Chief_of_Staff_(Ukraine),1,Consult,3420,3420,Rose_Gottemoeller,131,Evangelos_Venizelos,42,-1.0001389980316162,False
4+hop,338,1220,Armed_Band_(Lebanon),2,Make_an_appeal_or_request,2476,2476,Employee_(Lebanon),82,Military_(Lebanon),14,-0.6005620360374451,False
4+hop,339,1065,Military_Personnel_-_Special_(United_States),11,Use_conventional_military_force,1837,1837,Pierre_Korkie,104,Al-Shabaab,4106,-1.7036865949630737,False
4+hop,339,4,Barack_Obama,8,Criticize_or_denounce,3299,3299,Militant_(Al_Qaeda_in_the_Arabian_Peninsula),0,China,4724,-1.4495017528533936,False
4+hop,340,3315,Ministry_(Belarus),0,Make_statement,3077,3077,Business_(Belarus),1933,Government_(Belarus),11,-1.5617358684539795,False
4+hop,340,1935,Government_(Ecuador),79,Impose_restrictions_on_political_freedoms,1967,1967,Member_of_Parliament_(Germany),631,Rafael_Correa,3712,-1.7383391857147217,False
4+hop,340,1197,Military_(Jordan),7,Praise_or_endorse,3459,3459,Terrorist_Organization_(Syria),1,Iran,765,-1.6976428031921387,False
4+hop,341,225,Military_Personnel_-_Special_(India),0,Make_statement,3087,3087,Central_Security_Forces,188,Company_-_Owner_or_Operator_(India),4203,-2.3087828159332275,False
4+hop,341,2880,Ministry_of_Health,3,Express_intent_to_meet_or_negotiate,438,438,Citizen_(Bulgaria),1061,Mauritius,11,-2.717205286026001,False
4+hop,341,823,Police_(Jordan),0,Make_statement,4784,4784,Member_of_Legislative_(Govt)_(Jordan),1098,House_of_Representatives_(Jordan),867,-2.114043951034546,False
4+hop,342,152,Amnesty_International,8,Criticize_or_denounce,2748,2748,Domestic_Affairs_(Algeria),28,Boko_Haram,2818,-2.676273822784424,False
4+hop,343,2670,Activist_(Cuba),28,Engage_in_symbolic_act,261,261,Raúl_Castro,2670,Activist_(Cuba),100,-2.089266061782837,False
4+hop,343,3229,Intelligence_and_Security_Committee,18,Investigate,5137,5137,Senate_(United_Kingdom),103,Head_of_Government_(Egypt),252,-2.382056474685669,False
4+hop,344,1065,Military_Personnel_-_Special_(United_States),11,Use_conventional_military_force,1837,1837,Pierre_Korkie,104,Al-Shabaab,2674,-1.0954794883728027,False
4+hop,347,4663,John_Major,0,Make_statement,3229,3229,Intelligence_and_Security_Committee,507,Alex_Salmond,583,-0.7848305702209473,False
4+hop,347,10,France,11,Use_conventional_military_force,4618,4618,Insurgent_(Algeria),172,Citizen_(Germany),1964,-1.9308786392211914,False
4+hop,348,595,Office_of_the_United_Nations_High_Commissioner_for_Human_Rights,70,Rally_opposition_against,1781,1781,Congress_(Brazil),4106,Yukos,5733,-1.38422429561615,False
4+hop,348,36,Government_(Kenya),17,Sign_formal_agreement,3596,3596,Company_-_Owner_or_Operator_(Netherlands),3596,Company_-_Owner_or_Operator_(Netherlands),1,-0.4260881543159485,True
4+hop,348,3596,Company_-_Owner_or_Operator_(Netherlands),17,Sign_formal_agreement,36,36,Government_(Kenya),36,Government_(Kenya),1,-0.24581661820411682,True
4+hop,348,4106,Yukos,1,Consult,4100,4100,Yabloko,303,Mevlut_Cavusoglu,9,-1.6345059871673584,False
4+hop,348,4100,Yabloko,1,Consult,4106,4106,Yukos,984,Foreign_Affairs_(Denmark),12,-1.6089669466018677,False
4+hop,348,4342,Constitutional_Court_(Albania),20,Reject,709,709,Democratic_Party,1376,Lulzim_Basha,4471,-1.8154720067977905,False
